3733,12040,14030
412,11040,12772
8057,11040,14030
4374,14130,28153
1408,14130,48122
4541,8340,30692
514,13690,14890
4738,14890,37412
1643,5680,62153
3572,5680,11610
4832,8290,41232
3356,8290,8340
1264,9020,41232
5126,6430,51692
7858,8230,9010
3397,8230,9020
354,5690,11600
7960,5690,11610
4372,15900,28143
5639,9010,83783
3847,5700,15900
4536,7690,30652
7903,7690,10250
889,9400,26991
7908,9400,10310
5248,10310,58003
4934,10000,44872
3723,10000,13910
507,13910,14640
3776,3310,14640
3823,6160,15462
7822,6160,7721
3244,6180,6190
4066,6190,20942
197,6170,7721
3242,6170,6180
5247,990,58003
19,980,1610
3050,980,990
3877,6140,16622
3258,6140,6510
3314,6120,7520
3241,6120,6130
154,6130,6510
7782,6040,6050
141,6030,6040
3677,11730,13360
3997,9150,19793
7867,9140,9150
362,9140,11730
7668,970,1610
3419,960,9390
3049,960,970
670,14060,19793
3411,3400,9160
3065,1600,1642
7701,1600,3400
3115,1620,3300
3418,1620,9390
7844,7520,8510
7727,4410,4420
142,4410,6070
247,8510,9080
3405,6520,9080
3237,6060,6070
5395,4390,69133
7781,4390,6030
3236,4400,6060
3235,4400,6050
7839,5140,8460
3259,5140,6520
3238,4420,6080
7753,4430,5130
143,4430,6080
3361,6110,8460
3171,4370,4380
188,4350,7480
7792,4350,6540
92,4360,4370
3447,3930,9990
150,3120,6360
3138,3120,3930
7787,6350,6360
7813,5990,7480
3233,5980,5990
139,5970,5980
3252,3110,6350
3140,3100,3940
64,3100,3110
1034,14000,30813
8110,14000,15700
3500,950,10560
7712,950,3940
4325,15700,27041
310,9370,10560
189,5960,7490
7779,5960,5970
7815,5950,7490
3232,4340,5950
7778,3610,5940
91,3610,4340
8359,10040,27044
279,420,10040
7874,7400,9370
308,3950,10550
3308,3950,7400
892,14010,27041
3731,14010,14020
115,4320,5120
7816,5120,7510
4813,3600,40343
3169,3600,4320
906,3960,27411
3498,3960,10550
7969,1650,11794
5926,3090,105333
4535,10440,30652
527,10450,15251
303,7700,10440
7821,7700,7710
8367,9310,27411
3497,9310,10540
3231,5930,5940
4814,8470,40343
7840,5910,8470
3230,5920,5930
137,4330,5920
3229,4330,5910
7684,430,2410
3124,410,3580
7661,410,420
190,2410,7500
3168,3580,4310
191,3590,7510
7685,2420,2430
90,2420,4310
3312,2400,7500
3167,2430,4300
3089,2390,2400
89,3570,4300
7683,2380,2390
8021,400,13220
3123,400,3570
7943,2470,11121
3632,12050,12772
3593,11050,12060
3592,11050,12050
2647,16580,153854
6666,16580,189254
8234,14470,21541
3594,12060,12070
8058,12070,14040
726,16080,21341
8132,16080,16521
3484,7670,10430
196,7670,7680
3466,7680,10250
3954,11590,18711
3767,11590,14480
3837,13250,15720
643,15720,18711
5956,8300,107153
353,11570,11580
7820,7650,7660
478,12460,14040
7979,12090,12110
3614,12090,12460
377,12110,12120
571,10160,16521
7954,10160,11420
8165,12120,18071
3829,11430,15520
1123,15520,34152
289,10170,10180
7955,10170,11430
3987,15100,19451
624,14140,18071
3804,14140,15100
8051,12130,13871
3602,12130,12220
4094,12470,22002
8039,11560,13590
352,9000,11560
391,8310,12310
7985,8310,12200
3695,12310,13590
7902,7640,10240
195,7640,7650
293,7630,10240
8010,7630,12870
3482,7620,10420
418,7620,12870
7981,12140,12150
385,12140,12220
481,12150,14050
3795,12170,14980
7998,12170,12470
746,12180,22002
381,8320,12190
7857,8320,9000
517,12160,14980
8059,12160,14050
5233,7610,56653
3563,7610,11460
1590,10230,56653
3481,10230,10420
7905,10180,10290
6717,10290,195224
2928,7750,195224
3459,7750,10092
8514,10190,34842
4033,15990,20462
351,8330,11550
7983,8330,12190
7956,10220,11460
5761,7860,92913
2014,3220,92913
3464,3220,10220
3319,3260,7600
7901,7850,10200
201,7740,7850
3324,7730,7740
292,7570,10210
290,7570,10200
3463,7580,10210
3320,7590,7600
406,10410,12630
8071,3250,14431
3620,3250,12630
3113,3270,3280
3318,3270,7590
8965,15510,83513
1802,11440,74403
3828,11440,15510
7819,3280,7580
7906,7720,10300
3323,7720,7730
8900,7770,74403
3325,7770,7780
1893,7780,82464
297,7840,10300
8198,3770,19871
3766,3770,14450
1892,7790,82464
7824,7790,7800
3722,7800,13882
200,3290,7840
5258,3060,58523
4311,3060,26721
7825,3140,7830
3114,3140,3290
7868,9170,9180
7700,3150,3160
199,3150,7830
3768,3000,14490
250,3000,9180
3188,3160,4713
8074,3760,14500
496,3760,14490
3404,3040,9071
244,3040,8990
3327,7810,7820
9070,9230,101454
5938,9230,106203
390,7560,12280
3769,8990,14500
7818,3170,7560
3605,3170,12300
1706,3750,67534
7862,3750,9071
6748,10030,199044
4760,7320,38042
7830,7320,8060
3341,7310,8060
183,7300,7310
37,2320,2330
7996,2320,12450
3088,2370,2380
3036,360,370
3090,360,2470
42,370,2460
7777,2460,5890
3037,440,450
3087,440,2370
3667,4440,13220
1154,450,35434
4872,10880,42752
3475,3490,10362
7931,3490,10880
3474,4940,10362
3122,390,3560
3174,390,4440
3227,5890,5900
8523,460,35434
4,460,470
70,2440,3550
3121,2440,3560
3172,2480,4411
7864,2480,9110
7855,470,8940
135,3500,5900
3448,2360,10020
243,2360,8940
7728,2450,4450
3117,2450,3500
7686,350,2490
43,350,2500
3120,3540,3550
7681,2330,2340
7894,2350,10020
40,2340,2350
248,2490,9110
8784,340,55783
3091,340,2500
4890,1330,43402
7667,1330,1530
3926,8070,18041
3342,8070,8080
2963,10530,199044
3720,10530,13870
3363,8080,8472
5843,8980,99604
3588,8980,11940
3743,9280,14220
3469,9280,10270
8120,14460,15913
1308,14460,43402
3303,7330,7340
487,7330,14230
8050,9320,13870
3304,7340,7350
3494,9330,10520
7806,7290,7300
8153,7280,17441
182,7280,7290
398,4810,12450
1881,2310,81234
7738,2310,4810
604,7270,17441
3409,7270,9130
8942,480,81234
36,480,2323
3185,570,4670
1945,9270,87104
3849,1340,15913
3062,1340,1520
3416,7350,9320
3745,10520,14230
2015,1520,92933
8159,11850,17801
5762,5640,92933
75,1510,3970
7767,1500,5630
3061,1500,1510
3141,1350,3970
7769,1350,5640
3408,7260,9120
3871,4670,16451
4933,560,44853
3086,2300,2323
323,490,10960
7680,490,2300
7865,9120,9130
5131,7250,52044
181,7250,7260
7919,7220,10510
408,7220,12690
5132,7240,52044
3301,7230,7240
3627,7230,12690
4423,7210,28853
3492,7210,10510
8655,11670,44853
3843,2770,15852
7933,2830,10960
3040,580,590
53,580,2770
99,550,4680
3574,550,11670
3103,2820,2830
7703,3530,3540
7688,290,2520
3035,290,300
3,300,310
3660,11310,13091
8253,15240,22312
3578,11750,11760
2818,15440,179404
3092,280,2520
523,9340,15132
3344,8090,8100
7872,8090,9340
4285,5620,26204
3220,5620,5630
1015,9260,30293
8289,9260,23552
468,8100,13830
210,8110,8120
8049,8110,13830
3101,500,2810
3102,500,2820
7662,590,600
3186,2780,4680
3924,8050,17982
3491,8050,10500
7696,540,2780
3100,2800,2810
1879,600,80864
54,530,2790
3038,530,540
3700,13040,13621
8014,10280,13040
655,14450,19241
538,3070,15390
3470,3070,10280
4284,3980,26204
76,3980,3990
3590,8120,12020
3142,1490,4000
7713,1490,3990
253,9240,9250
3586,9250,11930
3974,7890,19241
7869,7890,9240
8205,3030,20112
128,4000,5610
7977,5610,12030
3490,7200,10500
278,7140,10032
5,510,520
3099,510,2800
7737,520,4800
3527,2290,10950
100,2290,4800
7932,2280,10950
3098,2280,2790
147,5050,6222
3206,5050,5060
3923,10490,17972
620,7170,17972
7805,7170,7180
3042,650,660
7750,650,5060
4864,610,42554
8941,610,80864
4276,4650,25992
146,4650,6222
3821,11760,15440
3166,260,4290
8107,7960,15430
6597,15430,179404
273,7950,9922
7967,7950,11750
1187,250,37003
7659,250,260
3033,230,240
45,230,2530
88,270,4290
3034,270,280
7724,2530,4280
8671,1130,46654
3052,1130,1140
1368,11770,46654
4554,11770,31131
3285,1140,6910
7899,10050,10151
288,6920,10151
8548,240,37003
440,11300,13241
3755,11300,14340
3825,14340,15490
46,220,2540
107,4280,4930
7742,2540,4930
7658,210,220
105,140,4910
3163,140,4260
8906,1150,75034
3164,2560,4260
1898,150,82854
7692,150,2560
30,130,2122
3161,130,4250
62,3010,3030
3412,3010,9170
7831,8130,8140
380,8140,12181
3939,9350,18361
257,9350,9360
5115,9360,51172
7982,940,12181
312,7180,10611
7895,7190,10042
3503,7190,10611
3348,7030,8150
3289,660,7030
8336,4660,25992
113,4660,5040
5283,690,60423
4763,5010,38272
4108,620,22353
7854,620,8930
3048,930,940
7,680,690
212,4790,8150
3192,670,4790
7663,670,680
8915,5040,76043
3041,630,640
241,630,8930
7679,640,2270
3610,5030,12433
7678,2240,2250
3205,2240,5030
3085,2260,2270
35,2250,2260
8735,4010,51172
3621,4010,12640
1936,12640,85954
11,920,930
3897,910,17142
3046,910,920
3044,850,860
3045,860,870
3488,880,10470
305,880,10480
7917,870,10480
5284,8920,60423
111,4640,5020
7853,4640,8920
8423,7120,29951
3518,5020,10830
4663,900,34092
3757,10470,14370
5303,14370,62104
7811,7110,7410
175,7110,7120
3870,15910,16444
3596,11820,12091
8083,190,14710
47,190,2550
5226,12750,55884
8805,12750,59934
3453,6930,10060
7799,5820,6940
166,5820,6930
3162,120,4250
9335,1160,175164
3779,180,14710
7702,170,3480
1,170,180
8953,3470,82854
3198,3470,4920
3918,13620,17723
3705,13620,13680
86,3480,4270
6575,5830,175164
167,5830,6940
9424,110,120
8224,10680,21081
3824,10680,15480
6515,7930,167854
3726,7930,13950
4396,15180,28443
7723,160,4270
106,160,4920
632,11220,18312
8042,11220,13680
3016,100,110
6808,90,100
7693,80,2570
6807,80,90
8117,2610,15870
556,4470,15870
7776,2600,5880
49,2600,2610
1440,5880,49502
9236,12280,140654
5937,3200,106203
7802,3050,7050
66,3050,3200
5377,2990,67534
8823,3190,64184
173,3190,7050
4275,11960,25952
6319,3180,140654
194,3180,7550
591,7880,17101
3762,11450,14411
3813,11450,15241
3812,7550,15241
8661,11970,45442
409,11970,12720
8070,12720,14411
3711,2970,13750
8391,14950,28361
8451,10910,30881
611,10910,17761
8100,14840,15260
755,14750,22162
7957,10870,11480
3780,10870,14750
5581,10860,79753
4545,10860,30881
529,11480,15260
3919,10920,17761
3785,10920,14840
8133,7070,16531
174,7070,7080
697,16210,20341
5833,11920,98893
7993,11470,12351
449,11470,13470
3296,7080,7090
8157,12700,17771
3862,12700,16210
4227,10850,24572
367,10850,11920
8032,7090,13470
1233,16120,39552
8124,2080,16060
3807,2080,15150
8971,1480,85954
524,2070,15150
3111,2060,3020
7676,2060,2070
61,2050,3020
3060,1470,1480
4043,14960,20664
3856,14960,16060
8558,1360,37932
17,1360,1470
4755,2040,37932
77,2040,4020
7664,890,900
6434,710,155874
6363,710,147534
7812,5000,7420
209,4990,8040
3203,4990,5000
6435,8390,155874
7837,5600,8390
3143,4020,4030
8004,1460,12650
3144,1460,4030
127,4780,5600
27,1450,2030
3622,1450,12650
8092,2020,14970
968,11240,28931
5219,11380,55564
3058,1370,1380
224,1370,8560
3625,8560,12660
8762,2010,53572
343,11370,11380
3558,8030,11370
6558,1280,173154
7744,1280,4980
80,1230,4082
3339,1230,8030
3200,1270,4980
2290,11810,114243
8096,11810,15180
3754,8680,14331
8055,8680,13960
8898,8670,74244
473,8670,13960
4259,8700,25371
445,8700,13390
3949,9450,18601
337,6900,11210
3421,6900,9450
3116,70,3460
3093,70,2570
4807,3460,39972
8675,3450,46912
5059,3450,49502
7730,60,4470
3493,6890,10513
7948,6890,11210
4806,2580,39972
93,2580,4460
8452,4460,30902
1372,2590,46912
4546,2590,30902
5493,11800,74244
3353,7920,8211
3809,7920,15190
3808,13390,15190
331,8660,11081
3579,8660,11790
3810,15200,15210
3698,11640,13610
3160,50,4240
3094,2620,2630
7722,2620,4240
8668,14170,46312
8358,13840,27004
3792,12660,14970
8929,730,78664
26,730,2010
22,1390,1711
2778,1290,173154
3557,1290,11360
14,1250,1260
3056,1260,1270
891,13630,27004
269,2100,9812
7714,2100,4040
322,4760,10940
3184,740,4630
7735,740,4760
3601,11250,12211
5193,4620,54002
3288,4620,7020
3525,7020,10940
8768,11520,54002
8880,4770,71873
4471,4770,29782
5186,14210,53683
3992,2000,19592
112,2000,5021
7747,2110,5021
3148,2110,4050
3147,1990,4050
25,1980,1990
4237,1970,24762
8136,1970,16851
3728,11790,13970
3712,11360,13760
3995,13760,19721
474,13970,13980
5088,15040,50252
4465,15040,29702
1978,8020,89403
8192,8020,19721
8420,7900,29702
2970,15050,200824
7774,1120,5810
132,1120,5800
206,5800,7900
516,14090,14920
8093,14090,15050
3159,40,4230
8878,30,71074
6806,30,40
5440,4220,71074
5719,4970,89403
3556,4970,11350
8491,13990,33342
530,5810,15280
8101,7910,15280
3789,7910,14920
3156,4190,4200
83,4170,4180
7720,4180,4190
8199,16190,19931
7718,1800,4150
3154,1800,4160
3153,2880,4160
55,1790,2880
7719,1790,4170
1062,1040,31631
3082,1040,2200
3079,1780,2180
3133,2200,3820
8464,1770,31631
229,1770,8710
7924,8710,10640
103,10,4870
3194,10,4880
50,2630,2640
6223,5110,126634
426,5110,13050
3158,2640,4230
3654,5100,13050
4157,1180,23172
104,20,4890
3157,20,4220
7741,4880,4890
131,5770,5780
8104,5770,15360
3455,5780,10070
7888,4870,9840
3575,10070,11690
3569,10930,11520
321,7010,10930
7801,7000,7010
171,4610,7000
3180,4580,4590
3528,4580,10970
3182,4600,4610
3059,1400,1410
582,5840,16851
3073,1410,2120
448,11400,13460
4236,1960,24762
3559,1960,11400
3131,2120,3780
7934,6990,10970
3290,4570,7040
170,4570,6990
4581,1420,31731
7707,1420,3780
3509,8570,10673
4580,8570,31731
192,2130,7540
7817,5850,7540
3275,5350,6770
134,5350,5850
663,5590,19402
3337,5590,8000
7950,8840,11260
3683,8840,13460
3547,1950,11260
428,1950,13070
3658,13070,13080
3659,13080,13090
3985,1300,19402
4222,1300,24461
3335,5550,7980
3219,5550,5560
7666,1100,1110
7671,1090,1810
12,1090,1100
8492,13850,33352
3051,1070,1080
7672,1070,1830
24,1810,1820
3069,1830,1840
3068,1080,1820
437,5400,13210
8030,13090,13450
3716,1930,13790
7674,1930,1940
4198,1310,23892
852,1310,25421
8333,5560,25421
8312,5580,24461
8048,13770,13800
5002,1890,47632
3714,1890,13770
1389,13810,47632
3070,1840,1850
125,1320,5540
3333,1320,7970
3334,7970,7980
3816,5540,15270
3666,10690,13210
32,1850,2170
33,1050,2190
3067,1050,1780
3132,2190,3810
73,3810,3820
7670,1030,1760
313,1030,10640
665,9840,19461
447,1940,13450
3336,5570,7990
3781,13800,14760
466,1910,13780
7673,1910,1920
8045,1900,13780
510,1900,14760
3152,1860,4140
3078,1860,2170
3386,1870,8850
3510,2890,10700
316,2890,10690
8852,5370,67814
8564,4100,38433
120,4100,5370
1208,4110,38433
7763,4110,5380
4241,4120,24851
3214,5380,5390
3149,2140,4120
3512,5530,10710
3511,5530,10700
7717,2160,4140
470,2910,13890
3274,2150,6760
3076,2150,2160
8792,13890,56803
3105,2900,2910
7926,2900,10710
3083,1750,2210
23,1750,1760
3084,1740,2210
8186,1020,19442
3066,1020,1740
9338,16710,176454
9208,16710,125724
3371,4550,8564
5594,750,80634
3179,750,4550
3372,1440,8580
163,3790,6780
7878,3800,9530
3276,3800,6780
5595,4740,80634
3516,4540,10820
3190,4540,4740
5774,9530,94313
2033,8400,94313
8535,8400,36402
1153,8410,35273
4721,8410,36402
531,11830,15290
1713,4090,67814
7677,1200,2140
123,1200,5390
78,1220,4060
7795,1220,6770
3374,8180,8590
3701,4060,13640
5266,12360,59394
162,4130,6760
3373,1210,8590
3151,1060,4130
7994,1060,12360
6124,10720,117573
5234,10720,56803
1842,5340,77123
8810,1010,61194
664,1010,19442
1635,2870,61194
3134,2870,3830
3911,1710,17462
7709,1710,3840
2039,5330,94693
7940,5330,11091
4528,1730,30561
7708,1730,3830
5781,13900,94693
6488,10730,164024
8178,14260,19052
1228,5320,39312
58,2920,2930
8053,2920,13900
8575,2940,39312
3212,2940,5310
3211,2950,5310
3514,2950,10730
6487,12680,164024
3207,2930,5150
7760,5150,5320
739,5160,21631
3626,5160,12680
3748,10740,14260
759,1000,22282
1420,5290,48522
3609,5290,12430
8200,7430,19972
317,7430,10740
8334,1720,25443
929,1720,27921
8171,5300,18382
3240,5300,6121
3761,13300,14410
7965,6950,11690
3249,6260,6320
7785,6260,6270
7786,6280,6290
3629,6280,12730
3457,6320,10080
285,6300,10130
3989,9830,19461
3440,4480,9830
3913,8480,17591
7841,8480,8490
8633,5790,43363
737,5790,21611
8837,2650,65533
3176,2650,4480
3495,6330,10534
8031,11900,13451
3956,6340,18742
3458,6240,10090
5339,10630,65013
283,6230,10100
3247,6230,6240
3460,6220,10100
1722,10620,68344
8082,10620,14701
4235,4210,24751
7935,4210,11000
350,6210,11540
7783,6210,6220
4538,6750,30671
3365,6750,8500
4190,3850,23652
1036,14770,30842
3570,10110,11530
7971,1700,11902
3135,1700,3850
802,3840,23652
8310,13660,24391
3782,13660,14770
74,3860,3870
7896,3860,10110
122,3870,5381
5461,6200,72173
7845,2660,8530
3367,8530,8540
4115,810,22463
3145,810,4031
4956,8880,45722
4008,820,20052
3390,820,8880
3517,8910,10820
3392,4730,8910
7733,4530,4730
8732,12860,50954
4693,12860,35273
1484,8420,50954
4398,8420,28452
114,4520,5070
3178,4510,4520
94,760,4500
7731,760,4510
3177,4490,4500
7800,4490,6980
4796,4720,39774
8087,12670,14820
407,11510,12670
3759,4710,14404
4333,770,27201
7732,770,4720
1570,5080,54623
169,5080,6980
3943,6790,18401
3686,6790,13510
8034,13510,13520
7754,2220,5170
145,5170,6121
6531,4840,169754
8166,9870,18162
2757,11650,169754
1622,13410,60004
536,13310,15370
3095,2690,2700
3193,2700,4830
8025,9880,13310
3848,4830,15902
3908,8650,17391
3441,8650,9880
8822,8730,63903
602,8730,17391
3187,780,4710
7958,780,11510
537,11880,15373
3820,14730,15373
8027,8900,13371
238,8890,8900
8085,8890,14730
3687,9520,13520
4797,5860,39783
8458,5860,31262
8670,5870,46603
263,5870,9520
5044,15380,48683
8607,15380,41692
1237,11290,39783
3548,11280,11290
6190,6800,122164
7951,6800,11280
5591,11270,80423
8172,11270,18411
8102,10340,15340
459,10340,13650
5784,12440,94813
9159,13650,116833
3817,15300,15340
7995,8640,12440
3395,8600,8973
4845,8600,41692
3413,3640,9251
8270,3640,23031
3839,13940,15770
532,13940,15300
3840,10330,15770
5551,3730,77694
3246,3730,6233
3452,6740,10043
3377,6740,8640
7798,5280,6880
299,5280,10330
7836,5270,8370
219,6870,8370
3282,6870,6880
223,2670,8550
7740,2670,4840
7710,3880,3890
3399,3880,9040
771,13380,22913
3400,3890,9050
284,9050,10120
3402,3910,9060
7711,3900,3910
3461,3900,10120
4215,9060,24293
5911,15960,104214
825,3920,24293
3266,3920,6602
9165,11660,117393
7739,2710,4820
358,2710,11660
8208,16030,20284
8174,9030,18541
562,9030,16030
3097,2720,2730
101,2720,4820
4945,14520,45252
4976,14520,46622
4150,15410,23031
8294,9510,23732
1020,6820,30391
3279,6820,6830
3423,9480,9490
260,9470,9480
3278,3630,6810
3422,3630,9470
262,9490,9500
3424,9500,9510
7876,6810,9460
4515,11330,30391
8461,11330,31591
8028,6830,13400
1318,5520,44013
4571,5520,31591
4965,13400,46304
3508,5260,10660
3210,5260,5270
4032,9890,20461
3756,9540,14360
3442,9540,9890
3507,6860,10660
3280,5240,6850
3209,5240,5250
165,5250,6860
8145,13230,17151
526,13230,15250
5353,14570,65864
340,9460,11320
4905,5510,44013
3218,5490,5500
7765,5500,5510
3215,5410,5420
124,5480,5490
3217,5470,5480
366,5450,11840
488,5450,14240
3582,5460,11840
7764,5460,5470
3554,5230,11340
7797,5230,6850
1251,11340,40552
6222,5220,126164
365,10350,11812
8067,10350,14360
1685,7440,65864
5214,5200,55154
7755,5200,5210
2470,5210,126164
634,5430,18421
3504,5430,10650
3477,8750,10381
3426,8750,9550
3427,3720,9560
3532,8630,11010
3381,8760,8770
7936,8760,11010
5302,13240,61793
7694,2730,2740
348,2740,11481
6719,2750,195304
7695,2750,2760
3806,2760,15131
522,14800,15131
8194,14800,19821
5546,10890,77384
8086,10890,14810
1758,830,70563
8434,830,30182
149,3710,6314
3380,3710,8770
6562,16630,173764
4175,16630,23381
8720,8620,50204
844,3700,25011
3375,3700,8620
8322,8780,25011
318,6690,10750
3671,6690,13290
3741,10750,14190
8354,11680,26862
3672,11680,13290
4646,5180,33632
3775,5180,14611
7852,3690,8820
264,8820,9570
504,6720,14621
3749,6720,14271
4246,2860,25052
3920,2860,17772
8158,13480,17782
450,13440,13480
8062,12990,14190
4105,13160,22232
7881,9590,9600
3540,9590,11090
161,6700,6710
423,6700,12990
8250,9580,22232
3537,9580,11080
757,13490,22252
3685,13490,13500
333,9600,11100
884,10610,26862
452,11080,13500
8063,6710,14261
9195,13000,121764
3057,0,1352
424,0,13000
9127,16020,112404
334,9610,11110
7941,9610,11100
246,7100,9012
7923,7100,10610
8933,12270,79704
1344,12270,45173
4565,13140,31494
8018,13140,13150
3691,13150,13550
8926,3680,78124
457,3680,13560
3868,13020,16431
9320,12550,170264
3758,10760,14390
401,10760,12550
3892,11120,16981
3663,11120,13170
9022,13170,93283
3693,8610,13560
9138,2850,113383
84,2850,4231
8129,14390,16431
1737,13120,69774
5767,11130,93283
5399,11130,69283
5413,13130,69784
5398,13130,69283
472,12770,13930
8017,12770,13120
3429,9620,9630
3725,9620,13930
6186,3430,121904
8678,3430,47272
4793,6680,39652
842,6680,24941
1850,10381,78184
396,12400,12410
9383,10600,194614
395,10600,12400
3650,12580,12970
3616,12410,12560
8872,12380,70623
4556,12380,31133
3541,9660,11140
2409,11140,120534
3430,9650,9660
6712,12390,194614
3777,6670,14691
394,6670,12390
8001,12560,12570
9263,12800,152084
3774,11150,14610
434,11150,13190
3664,12790,13180
8006,9700,12790
3665,9700,13190
6097,13180,116583
6165,9670,120534
3431,9670,9680
8555,9630,37622
87,2840,4271
8036,2840,13540
5289,8810,60853
3415,8810,9272
5290,3420,60853
7937,3420,11020
329,3670,11020
455,8800,13540
3384,3410,8800
7706,3410,3670
4191,12590,23671
8291,15630,23671
403,6660,12570
3271,6650,6660
3649,6650,12970
3893,9710,17001
8078,9710,14610
3633,9690,12780
7884,9680,9690
2327,12780,116583
7885,9720,9730
3638,9720,12810
6312,12810,139514
414,9730,12820
549,14880,15630
3608,10770,12420
